SessionID,WindowEnd,WindowNumber,WindowStart
Toto10,1542491587466,24,1542491577466
Toto10,1542491597466,25,1542491587466
Toto10,1542491607466,26,1542491597466
Toto10,1542491617466,27,1542491607466
Toto10,1542491627466,28,1542491617466
Toto10,1542491637466,29,1542491627466
Toto10,1542491647466,30,1542491637466
Toto10,1542491657466,31,1542491647466
Toto10,1542491667466,32,1542491657466
Toto10,1542491677466,33,1542491667466
Toto11,1542592647634,0,1542592637634
Toto11,1542592657634,1,1542592647634
Toto11,1542592667634,2,1542592657634
Toto11,1542592677634,3,1542592667634
Toto11,1542592687634,4,1542592677634
Toto11,1542592697634,5,1542592687634
Toto11,1542592707634,6,1542592697634
Toto11,1542592717634,7,1542592707634
Toto11,1542592727634,8,1542592717634
Toto11,1542592737634,9,1542592727634
Toto11,1542592747634,10,1542592737634
Toto11,1542592757634,11,1542592747634
Toto11,1542592767634,12,1542592757634
Toto11,1542592777634,13,1542592767634
Toto11,1542592787634,14,1542592777634
Toto11,1542592797634,15,1542592787634
Toto11,1542592807634,16,1542592797634
Toto12,1542593658123,0,1542593648123
Toto12,1542593668123,1,1542593658123
Toto12,1542593678123,2,1542593668123
Toto12,1542593688123,3,1542593678123
Toto12,1542593698123,4,1542593688123
Toto12,1542593708123,5,1542593698123
Toto12,1542593718123,6,1542593708123
Toto12,1542593728123,7,1542593718123
Toto12,1542593738123,8,1542593728123
Toto12,1542593748123,9,1542593738123
Toto12,1542593758123,10,1542593748123
Toto12,1542593768123,11,1542593758123
Toto12,1542593778123,12,1542593768123
Toto12,1542593788123,13,1542593778123
Toto12,1542593798123,14,1542593788123
Toto12,1542593808123,15,1542593798123
Toto12,1542593818123,16,1542593808123
Toto12,1542593828123,17,1542593818123
Toto12,1542593838123,18,1542593828123
Toto12,1542593848123,19,1542593838123
Toto2,1540743090354,0,1540743080354
Toto2,1540743100354,1,1540743090354
Toto2,1540743110354,2,1540743100354
Toto2,1540743120354,3,1540743110354
Toto2,1540743130354,4,1540743120354
Toto2,1540743140354,5,1540743130354
Toto2,1540743150354,6,1540743140354
Toto2,1540743160354,7,1540743150354
Toto2,1540743170354,8,1540743160354
Toto2,1540743180354,9,1540743170354
Toto2,1540743190354,10,1540743180354
Toto2,1540743200354,11,1540743190354
Toto2,1540743210354,12,1540743200354
Toto2,1540743220354,13,1540743210354
Toto2,1540743230354,14,1540743220354
Toto2,1540743240354,15,1540743230354
Toto2,1540743250354,16,1540743240354
Toto2,1540743260354,17,1540743250354
Toto2,1540743270354,18,1540743260354
Toto2,1540743280354,19,1540743270354
Toto2,1540743290354,20,1540743280354
Toto5,1540751982949,0,1540751972949
Toto5,1540751992949,1,1540751982949
Toto5,1540752002949,2,1540751992949
Toto5,1540752012949,3,1540752002949
Toto5,1540752022949,4,1540752012949
Toto5,1540752032949,5,1540752022949
Toto5,1540752042949,6,1540752032949
Toto5,1540752052949,7,1540752042949
Toto5,1540752062949,8,1540752052949
Toto5,1540752072949,9,1540752062949
Toto5,1540752082949,10,1540752072949
Toto5,1540752092949,11,1540752082949
Toto5,1540752102949,12,1540752092949
Toto5,1540752112949,13,1540752102949
Toto5,1540752122949,14,1540752112949
Toto5,1540752132949,15,1540752122949
Toto5,1540752142949,16,1540752132949
Toto5,1540752152949,17,1540752142949
Toto5,1540752162949,18,1540752152949
Toto5,1540752172949,19,1540752162949
Toto5,1540752182949,20,1540752172949
Toto5,1540752192949,21,1540752182949
Toto5,1540752202949,22,1540752192949
Toto5,1540752212949,23,1540752202949
Toto5,1540752222949,24,1540752212949
Toto6,1540752375953,0,1540752365953
Toto6,1540752385953,1,1540752375953
Toto6,1540752395953,2,1540752385953
Toto6,1540752405953,3,1540752395953
Toto6,1540752415953,4,1540752405953
Toto6,1540752425953,5,1540752415953
Toto6,1540752435953,6,1540752425953
Toto6,1540752445953,7,1540752435953
Toto6,1540752455953,8,1540752445953
Toto6,1540752465953,9,1540752455953
Toto6,1540752475953,10,1540752465953
Toto6,1540752485953,11,1540752475953
Toto6,1540752495953,12,1540752485953
Toto6,1540752505953,13,1540752495953
Toto6,1540752515953,14,1540752505953
Toto6,1540752525953,15,1540752515953
Toto6,1540752535953,16,1540752525953
Toto6,1540752545953,17,1540752535953
Toto6,1540752555953,18,1540752545953
Toto6,1540752565953,19,1540752555953
Toto6,1540752575953,20,1540752565953
Toto7,1540817907968,0,1540817897968
Toto7,1540817917968,1,1540817907968
Toto7,1540817927968,2,1540817917968
Toto7,1540817937968,3,1540817927968
Toto7,1540817947968,4,1540817937968
Toto7,1540817957968,5,1540817947968
Toto7,1540817967968,6,1540817957968
Toto7,1540817977968,7,1540817967968
Toto7,1540817987968,8,1540817977968
Toto7,1540817997968,9,1540817987968
Toto7,1540818007968,10,1540817997968
Toto7,1540818017968,11,1540818007968
Toto7,1540818027968,12,1540818017968
Toto7,1540818037968,13,1540818027968
Toto7,1540818047968,14,1540818037968
Toto7,1540818057968,15,1540818047968
Toto7,1540818067968,16,1540818057968
Toto7,1540818077968,17,1540818067968
Toto7,1540818087968,18,1540818077968
Toto7,1540818097968,19,1540818087968
Toto7,1540818107968,20,1540818097968
Toto7,1540818117968,21,1540818107968
Toto7,1540818127968,22,1540818117968
Toto7,1540818137968,23,1540818127968
Toto7,1540818147968,24,1540818137968
Toto7,1540818157968,25,1540818147968
Toto7,1540818167968,26,1540818157968
Toto8,1541257149016,0,1541257139016
Toto8,1541257159016,1,1541257149016
Toto8,1541257169016,2,1541257159016
Toto8,1541257179016,3,1541257169016
Toto8,1541257189016,4,1541257179016
Toto8,1541257199016,5,1541257189016
Toto8,1541257209016,6,1541257199016
Toto8,1541257219016,7,1541257209016
Toto8,1541257229016,8,1541257219016
Toto8,1541257239016,9,1541257229016
Toto8,1541257249016,10,1541257239016
Toto8,1541257259016,11,1541257249016
Toto8,1541257269016,12,1541257259016
Toto8,1541257279016,13,1541257269016
Toto8,1541257289016,14,1541257279016
Toto8,1541257299016,15,1541257289016
Toto8,1541257309016,16,1541257299016
Toto8,1541257319016,17,1541257309016
Toto8,1541257329016,18,1541257319016
Toto8,1541257339016,19,1541257329016
Toto8,1541257349016,20,1541257339016
Toto8,1541257359016,21,1541257349016
Toto8,1541257369016,22,1541257359016
Toto8,1541257379016,23,1541257369016
Toto8,1541257389016,24,1541257379016
Toto8,1541257399016,25,1541257389016
Toto8,1541257409016,26,1541257399016
Toto8,1541257419016,27,1541257409016
Toto8,1541257429016,28,1541257419016
Toto8,1541257439016,29,1541257429016
Toto8,1541257449016,30,1541257439016
Toto8,1541257459016,31,1541257449016
Toto8,1541257469016,32,1541257459016
Toto8,1541257479016,33,1541257469016
Toto8,1541257489016,34,1541257479016
Toto8,1541257499016,35,1541257489016
Toto8,1541257509016,36,1541257499016
Toto8,1541257519016,37,1541257509016
Toto9,1542484454827,0,1542484444827
Toto9,1542484464827,1,1542484454827
Toto9,1542484474827,2,1542484464827
Toto9,1542484484827,3,1542484474827
Toto9,1542484494827,4,1542484484827
Toto9,1542484504827,5,1542484494827
Toto9,1542484514827,6,1542484504827
Toto9,1542484524827,7,1542484514827
Toto9,1542484534827,8,1542484524827
Toto9,1542484544827,9,1542484534827
Toto9,1542484554827,10,1542484544827
Toto9,1542484564827,11,1542484554827
Toto9,1542484574827,12,1542484564827
Toto9,1542484584827,13,1542484574827
Toto9,1542484594827,14,1542484584827
Toto9,1542484604827,15,1542484594827
Toto9,1542484614827,16,1542484604827
Toto9,1542484624827,17,1542484614827
Toto9,1542484634827,18,1542484624827
Toto9,1542484644827,19,1542484634827
Toto9,1542484654827,20,1542484644827
Toto9,1542484664827,21,1542484654827
Toto9,1542484674827,22,1542484664827
Toto9,1542484684827,23,1542484674827
Toto9,1542484694827,24,1542484684827
Toto9,1542484704827,25,1542484694827
Toto9,1542484714827,26,1542484704827
Toto9,1542484724827,27,1542484714827
Toto9,1542484734827,28,1542484724827
Toto9,1542484744827,29,1542484734827
Toto9,1542484754827,30,1542484744827
Toto9,1542484764827,31,1542484754827
jo10,1542595231954,0,1542595221954
jo10,1542595241954,1,1542595231954
jo10,1542595251954,2,1542595241954
jo10,1542595261954,3,1542595251954
jo10,1542595271954,4,1542595261954
jo10,1542595281954,5,1542595271954
jo10,1542595291954,6,1542595281954
jo10,1542595301954,7,1542595291954
jo10,1542595311954,8,1542595301954
jo10,1542595321954,9,1542595311954
jo10,1542595331954,10,1542595321954
jo10,1542595341954,11,1542595331954
jo10,1542595351954,12,1542595341954
jo10,1542595361954,13,1542595351954
jo10,1542595371954,14,1542595361954
jo10,1542595381954,15,1542595371954
jo10,1542595391954,16,1542595381954
jo10,1542595401954,17,1542595391954
jo10,1542595411954,18,1542595401954
jo10,1542595421954,19,1542595411954
jo10,1542595431954,20,1542595421954
jo10,1542595441954,21,1542595431954
jo10,1542595451954,22,1542595441954
jo10,1542595461954,23,1542595451954
jo10,1542595471954,24,1542595461954
jo10,1542595481954,25,1542595471954
jo10,1542595491954,26,1542595481954
jo10,1542595501954,27,1542595491954
jo10,1542595511954,28,1542595501954
jo10,1542595521954,29,1542595511954
jo10,1542595531954,30,1542595521954
jo10,1542595541954,31,1542595531954
jo10,1542595551954,32,1542595541954
jo10,1542595561954,33,1542595551954
jo10,1542595571954,34,1542595561954
jo10,1542595581954,35,1542595571954
jo10,1542595591954,36,1542595581954
jo10,1542595601954,37,1542595591954
jo10,1542595611954,38,1542595601954
jo10,1542595621954,39,1542595611954
jo10,1542595631954,40,1542595621954
jo10,1542595641954,41,1542595631954
jo10,1542595651954,42,1542595641954
jo10,1542595661954,43,1542595651954
jo10,1542595671954,44,1542595661954
jo10,1542595681954,45,1542595671954
jo2,1540752810231,0,1540752800231
jo2,1540752820231,1,1540752810231
jo2,1540752830231,2,1540752820231
jo2,1540752840231,3,1540752830231
jo2,1540752850231,4,1540752840231
jo2,1540752860231,5,1540752850231
jo2,1540752870231,6,1540752860231
jo2,1540752880231,7,1540752870231
jo2,1540752890231,8,1540752880231
jo2,1540752900231,9,1540752890231
jo2,1540752910231,10,1540752900231
jo2,1540752920231,11,1540752910231
jo2,1540752930231,12,1540752920231
jo2,1540752940231,13,1540752930231
jo2,1540752950231,14,1540752940231
jo2,1540752960231,15,1540752950231
jo2,1540752970231,16,1540752960231
jo2,1540752980231,17,1540752970231
jo2,1540752990231,18,1540752980231
jo2,1540753000231,19,1540752990231
jo2,1540753010231,20,1540753000231
jo2,1540753020231,21,1540753010231
jo2,1540753030231,22,1540753020231
jo2,1540753040231,23,1540753030231
jo2,1540753050231,24,1540753040231
jo2,1540753060231,25,1540753050231
jo2,1540753070231,26,1540753060231
jo2,1540753080231,27,1540753070231
jo2,1540753090231,28,1540753080231
jo2,1540753100231,29,1540753090231
jo2,1540753110231,30,1540753100231
jo2,1540753120231,31,1540753110231
jo2,1540753130231,32,1540753120231
jo2,1540753140231,33,1540753130231
jo2,1540753150231,34,1540753140231
jo2,1540753160231,35,1540753150231
jo2,1540753170231,36,1540753160231
jo2,1540753180231,37,1540753170231
jo2,1540753190231,38,1540753180231
jo2,1540753200231,39,1540753190231
jo2,1540753210231,40,1540753200231
jo2,1540753220231,41,1540753210231
jo2,1540753230231,42,1540753220231
jo2,1540753240231,43,1540753230231
jo3,1540753334661,0,1540753324661
jo3,1540753344661,1,1540753334661
jo3,1540753354661,2,1540753344661
jo3,1540753364661,3,1540753354661
jo3,1540753374661,4,1540753364661
jo3,1540753384661,5,1540753374661
jo3,1540753394661,6,1540753384661
jo3,1540753404661,7,1540753394661
jo3,1540753414661,8,1540753404661
jo3,1540753424661,9,1540753414661
jo3,1540753434661,10,1540753424661
jo3,1540753444661,11,1540753434661
jo3,1540753454661,12,1540753444661
jo3,1540753464661,13,1540753454661
jo3,1540753474661,14,1540753464661
jo3,1540753484661,15,1540753474661
jo3,1540753494661,16,1540753484661
jo3,1540753504661,17,1540753494661
jo3,1540753514661,18,1540753504661
jo3,1540753524661,19,1540753514661
jo3,1540753534661,20,1540753524661
jo3,1540753544661,21,1540753534661
jo3,1540753554661,22,1540753544661
jo3,1540753564661,23,1540753554661
jo3,1540753574661,24,1540753564661
jo3,1540753584661,25,1540753574661
jo3,1540753594661,26,1540753584661
jo3,1540753604661,27,1540753594661
jo3,1540753614661,28,1540753604661
jo3,1540753624661,29,1540753614661
jo3,1540753634661,30,1540753624661
jo3,1540753644661,31,1540753634661
jo3,1540753654661,32,1540753644661
jo3,1540753664661,33,1540753654661
jo3,1540753674661,34,1540753664661
jo3,1540753684661,35,1540753674661
jo3,1540753694661,36,1540753684661
jo3,1540753704661,37,1540753694661
jo3,1540753714661,38,1540753704661
jo3,1540753724661,39,1540753714661
jo4,1540818658046,0,1540818648046
jo4,1540818668046,1,1540818658046
jo4,1540818678046,2,1540818668046
jo4,1540818688046,3,1540818678046
jo4,1540818698046,4,1540818688046
jo4,1540818708046,5,1540818698046
jo4,1540818718046,6,1540818708046
jo4,1540818728046,7,1540818718046
jo4,1540818738046,8,1540818728046
jo4,1540818748046,9,1540818738046
jo4,1540818758046,10,1540818748046
jo4,1540818768046,11,1540818758046
jo4,1540818778046,12,1540818768046
jo4,1540818788046,13,1540818778046
jo4,1540818798046,14,1540818788046
jo4,1540818808046,15,1540818798046
jo4,1540818818046,16,1540818808046
jo4,1540818828046,17,1540818818046
jo4,1540818838046,18,1540818828046
jo4,1540818848046,19,1540818838046
jo4,1540818858046,20,1540818848046
jo4,1540818868046,21,1540818858046
jo4,1540818878046,22,1540818868046
jo4,1540818888046,23,1540818878046
jo4,1540818898046,24,1540818888046
jo4,1540818908046,25,1540818898046
jo4,1540818918046,26,1540818908046
jo4,1540818928046,27,1540818918046
jo4,1540818938046,28,1540818928046
jo4,1540818948046,29,1540818938046
jo4,1540818958046,30,1540818948046
jo4,1540818968046,31,1540818958046
jo4,1540818978046,32,1540818968046
jo4,1540818988046,33,1540818978046
jo4,1540818998046,34,1540818988046
jo4,1540819008046,35,1540818998046
jo5,1542488645223,0,1542488635223
jo5,1542488655223,1,1542488645223
jo5,1542488665223,2,1542488655223
jo5,1542488675223,3,1542488665223
jo5,1542488685223,4,1542488675223
jo5,1542488695223,5,1542488685223
jo5,1542488705223,6,1542488695223
jo5,1542488715223,7,1542488705223
jo5,1542488725223,8,1542488715223
jo5,1542488735223,9,1542488725223
jo5,1542488745223,10,1542488735223
jo5,1542488755223,11,1542488745223
jo5,1542488765223,12,1542488755223
jo5,1542488775223,13,1542488765223
jo5,1542488785223,14,1542488775223
jo5,1542488795223,15,1542488785223
jo5,1542488805223,16,1542488795223
jo5,1542488815223,17,1542488805223
jo5,1542488825223,18,1542488815223
jo5,1542488835223,19,1542488825223
jo5,1542488845223,20,1542488835223
jo5,1542488855223,21,1542488845223
jo5,1542488865223,22,1542488855223
jo5,1542488875223,23,1542488865223
jo5,1542488885223,24,1542488875223
jo5,1542488895223,25,1542488885223
jo5,1542488905223,26,1542488895223
jo5,1542488915223,27,1542488905223
jo5,1542488925223,28,1542488915223
jo5,1542488935223,29,1542488925223
jo5,1542488945223,30,1542488935223
jo5,1542488955223,31,1542488945223
jo5,1542488965223,32,1542488955223
jo5,1542488975223,33,1542488965223
jo5,1542488985223,34,1542488975223
jo5,1542488995223,35,1542488985223
jo5,1542489005223,36,1542488995223
jo5,1542489015223,37,1542489005223
jo5,1542489025223,38,1542489015223
jo5,1542489035223,39,1542489025223
jo5,1542489045223,40,1542489035223
jo5,1542489055223,41,1542489045223
jo5,1542489065223,42,1542489055223
jo5,1542489075223,43,1542489065223
jo5,1542489085223,44,1542489075223
jo5,1542489095223,45,1542489085223
jo5,1542489105223,46,1542489095223
jo5,1542489115223,47,1542489105223
jo6,1542570797708,0,1542570787708
jo6,1542570807708,1,1542570797708
jo6,1542570817708,2,1542570807708
jo6,1542570827708,3,1542570817708
jo6,1542570837708,4,1542570827708
jo6,1542570847708,5,1542570837708
jo6,1542570857708,6,1542570847708
jo6,1542570867708,7,1542570857708
jo6,1542570877708,8,1542570867708
jo6,1542570887708,9,1542570877708
jo6,1542570897708,10,1542570887708
jo6,1542570907708,11,1542570897708
jo6,1542570917708,12,1542570907708
jo6,1542570927708,13,1542570917708
jo6,1542570937708,14,1542570927708
jo6,1542570947708,15,1542570937708
jo6,1542570957708,16,1542570947708
jo6,1542570967708,17,1542570957708
jo6,1542570977708,18,1542570967708
jo6,1542570987708,19,1542570977708
jo6,1542570997708,20,1542570987708
jo6,1542571007708,21,1542570997708
jo6,1542571017708,22,1542571007708
jo6,1542571027708,23,1542571017708
jo6,1542571037708,24,1542571027708
jo6,1542571047708,25,1542571037708
jo6,1542571057708,26,1542571047708
jo6,1542571067708,27,1542571057708
jo6,1542571077708,28,1542571067708
jo6,1542571087708,29,1542571077708
jo6,1542571097708,30,1542571087708
jo6,1542571107708,31,1542571097708
jo6,1542571117708,32,1542571107708
jo6,1542571127708,33,1542571117708
jo6,1542571137708,34,1542571127708
jo6,1542571147708,35,1542571137708
jo6,1542571157708,36,1542571147708
jo6,1542571167708,37,1542571157708
jo6,1542571177708,38,1542571167708
jo6,1542571187708,39,1542571177708
jo6,1542571197708,40,1542571187708
jo6,1542571207708,41,1542571197708
jo6,1542571217708,42,1542571207708
jo6,1542571227708,43,1542571217708
jo7,1542574620169,0,1542574610169
jo7,1542574630169,1,1542574620169
jo7,1542574640169,2,1542574630169
jo7,1542574650169,3,1542574640169
jo7,1542574660169,4,1542574650169
jo7,1542574670169,5,1542574660169
jo7,1542574680169,6,1542574670169
jo7,1542574690169,7,1542574680169
jo7,1542574700169,8,1542574690169
jo7,1542574710169,9,1542574700169
jo7,1542574720169,10,1542574710169
jo7,1542574730169,11,1542574720169
jo7,1542574740169,12,1542574730169
jo7,1542574750169,13,1542574740169
jo7,1542574760169,14,1542574750169
jo7,1542574770169,15,1542574760169
jo7,1542574780169,16,1542574770169
jo7,1542574790169,17,1542574780169
jo7,1542574800169,18,1542574790169
jo7,1542574810169,19,1542574800169
jo7,1542574820169,20,1542574810169
jo7,1542574830169,21,1542574820169
jo7,1542574840169,22,1542574830169
jo7,1542574850169,23,1542574840169
jo7,1542574860169,24,1542574850169
jo7,1542574870169,25,1542574860169
jo7,1542574880169,26,1542574870169
jo7,1542574890169,27,1542574880169
jo7,1542574900169,28,1542574890169
jo7,1542574910169,29,1542574900169
jo7,1542574920169,30,1542574910169
jo7,1542574930169,31,1542574920169
jo7,1542574940169,32,1542574930169
jo7,1542574950169,33,1542574940169
jo7,1542574960169,34,1542574950169
jo7,1542574970169,35,1542574960169
jo7,1542574980169,36,1542574970169
jo7,1542574990169,37,1542574980169
jo7,1542575000169,38,1542574990169
jo7,1542575010169,39,1542575000169
jo7,1542575020169,40,1542575010169
jo7,1542575030169,41,1542575020169
jo7,1542575040169,42,1542575030169
jo7,1542575050169,43,1542575040169
jo7,1542575060169,44,1542575050169
jo7,1542575070169,45,1542575060169
jo7,1542575080169,46,1542575070169
jo7,1542575090169,47,1542575080169
jo7,1542575100169,48,1542575090169
jo7,1542575110169,49,1542575100169
jo7,1542575120169,50,1542575110169
jo7,1542575130169,51,1542575120169
jo7,1542575140169,52,1542575130169
jo7,1542575150169,53,1542575140169
jo8,1542579244226,0,1542579234226
jo8,1542579254226,1,1542579244226
jo8,1542579264226,2,1542579254226
jo8,1542579274226,3,1542579264226
jo8,1542579284226,4,1542579274226
jo8,1542579294226,5,1542579284226
jo8,1542579304226,6,1542579294226
jo8,1542579314226,7,1542579304226
jo8,1542579324226,8,1542579314226
jo8,1542579334226,9,1542579324226
jo8,1542579344226,10,1542579334226
jo8,1542579354226,11,1542579344226
jo8,1542579364226,12,1542579354226
jo8,1542579374226,13,1542579364226
jo8,1542579384226,14,1542579374226
jo8,1542579394226,15,1542579384226
jo8,1542579404226,16,1542579394226
jo8,1542579414226,17,1542579404226
jo8,1542579424226,18,1542579414226
jo8,1542579434226,19,1542579424226
jo8,1542579444226,20,1542579434226
jo8,1542579454226,21,1542579444226
jo8,1542579464226,22,1542579454226
jo8,1542579474226,23,1542579464226
jo8,1542579484226,24,1542579474226
jo8,1542579494226,25,1542579484226
jo8,1542579504226,26,1542579494226
jo8,1542579514226,27,1542579504226
jo8,1542579524226,28,1542579514226
jo8,1542579534226,29,1542579524226
jo8,1542579544226,30,1542579534226
jo8,1542579554226,31,1542579544226
jo8,1542579564226,32,1542579554226
jo8,1542579574226,33,1542579564226
jo8,1542579584226,34,1542579574226
jo8,1542579594226,35,1542579584226
jo8,1542579604226,36,1542579594226
jo8,1542579614226,37,1542579604226
jo8,1542579624226,38,1542579614226
jo8,1542579634226,39,1542579624226
jo8,1542579644226,40,1542579634226
jo8,1542579654226,41,1542579644226
jo8,1542579664226,42,1542579654226
jo8,1542579674226,43,1542579664226
jo8,1542579684226,44,1542579674226
jo8,1542579694226,45,1542579684226
jo8,1542579704226,46,1542579694226
jo9,1542583375550,0,1542583365550
jo9,1542583385550,1,1542583375550
jo9,1542583395550,2,1542583385550
jo9,1542583405550,3,1542583395550
jo9,1542583415550,4,1542583405550
jo9,1542583425550,5,1542583415550
jo9,1542583435550,6,1542583425550
jo9,1542583445550,7,1542583435550
jo9,1542583455550,8,1542583445550
jo9,1542583465550,9,1542583455550
jo9,1542583475550,10,1542583465550
jo9,1542583485550,11,1542583475550
jo9,1542583495550,12,1542583485550
jo9,1542583505550,13,1542583495550
jo9,1542583515550,14,1542583505550
jo9,1542583525550,15,1542583515550
jo9,1542583535550,16,1542583525550
jo9,1542583545550,17,1542583535550
jo9,1542583555550,18,1542583545550
jo9,1542583565550,19,1542583555550
jo9,1542583575550,20,1542583565550
jo9,1542583585550,21,1542583575550
jo9,1542583595550,22,1542583585550
jo9,1542583605550,23,1542583595550
jo9,1542583615550,24,1542583605550
jo9,1542583625550,25,1542583615550
jo9,1542583635550,26,1542583625550
jo9,1542583645550,27,1542583635550
jo9,1542583655550,28,1542583645550
jo9,1542583665550,29,1542583655550
jo9,1542583675550,30,1542583665550
jo9,1542583685550,31,1542583675550
jo9,1542583695550,32,1542583685550
jo9,1542583705550,33,1542583695550
jo9,1542583715550,34,1542583705550
jo9,1542583725550,35,1542583715550
jo9,1542583735550,36,1542583725550
jo9,1542583745550,37,1542583735550
jo9,1542583755550,38,1542583745550
jo9,1542583765550,39,1542583755550
jo9,1542583775550,40,1542583765550
jo9,1542583785550,41,1542583775550
jo9,1542583795550,42,1542583785550
jo9,1542583805550,43,1542583795550
jo9,1542583815550,44,1542583805550
jo9,1542583825550,45,1542583815550
jo9,1542583835550,46,1542583825550
jo9,1542583845550,47,1542583835550
jo9,1542583855550,48,1542583845550
jo9,1542583865550,49,1542583855550
oscar1,1540818413689,0,1540818403689
oscar1,1540818423689,1,1540818413689
oscar1,1540818433689,2,1540818423689
oscar1,1540818443689,3,1540818433689
oscar1,1540818453689,4,1540818443689
oscar1,1540818463689,5,1540818453689
oscar1,1540818473689,6,1540818463689
oscar1,1540818483689,7,1540818473689
oscar1,1540818493689,8,1540818483689
oscar1,1540818503689,9,1540818493689
oscar1,1540818513689,10,1540818503689
oscar1,1540818523689,11,1540818513689
oscar1,1540818533689,12,1540818523689
oscar1,1540818543689,13,1540818533689
oscar1,1540818553689,14,1540818543689
